Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company,State,ZIP code,Complaint ID,UserId,Resolved,Resolved Date,Feedback Text,Feedback Score,Complaint Length,Feedback Length,Sentiment_Complaint_Label,Sentiment_Complaint_Score,Sentiment_Feedback_Label,Sentiment_Feedback_Score,Aggressiveness_Score,Complaint_Keywords,normalize sentiment,Risk Score,EscalationRisk,Escalation_label,nrc_emotions,Rating,userId
16-11-2025,Vehicle loan or lease,Loan,Incorrect information on your report,Information belongs to someone else,This account its not mine it belongs semone with similar name or SSN PLEASE REMOVE IT FROM MY CREDIT REPORTS,HYUNDAI CAPITAL AMERICA,FL,33558,18150444,1817,Yes,29-11-2025,"The issue was resolved, but it took longer than expected.",4.0,20,10.0,negative,-0.796720624,negative,-0.465236992,0.2,"['remove credit', 'ssn remove', 'account belongs', 'account', 'similar ssn']",0.101639688,0.898360312,0.653934203,Medium,{'trust': 1},,
01-04-2025,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"On XX/XX/year> XXXXXXXX XXXX charged our credit card WITHOUT OUR CONSENT the amount of {$740.00}. Since that date we have filed a dispute with Citi card which they 'resolved ' by letting the charge stand with NO EXPLANATION. Dispute number : XXXX. I have asked Citi why they didn't ask for a tracking number, a proof of delivery or our signature. There is no proof that XXXX XXXX XXXX send us any product, that we authorized the purchase, or that we even knew they were going to charge us. XXXX XXXX  has not provided a receipt either. Additionally every time I try to contact XXXX XXXXXXXX XXXX there is NO PHONE NUMBER on their scammy website or when I call the number that is on my Citi statement it goes to some XXXX  person for XXXX XXXX XXXX  that you can barely hear let alone understand and they try to tell me that either they didn't charge our card or that we will be billed another {$99.00} on top of what was already charged. The story changes each time I call and yet I can't get anything resolved. I have contacted the Attorney General, the XXXX, the SOS for Wyoming, the DEA and more trying to resolve this. XXXX XXXXXXXX XXXX has thousands of consumers credit card information and is charging people without shipping anything to them. I have asked Citi to reopen the dispute and actually INVESTIGATE, even sending them all my communication which is email after email with a BOT at XXXX XXXX yet Citi has not given us back a credit. Citi can't prove we authorized this charge. To top it all off we use the this card and charge well over XXXX per year. Citi is treating us like XXXX. I'm tired of it. I want this charge reversed and Citi to actually follow up with XXXXXXXX XXXX. Its absolutely inexcusable the way they have handled this with NO investigation what so ever.","CITIBANK, N.A.",AZ,85308,18043252,1269,No,,,,327,,negative,-0.776634097,positive,0.175723448,0.419,"['dispute citi', 'card billed', 'citi card', 'credit citi', 'dispute number']",0.111682952,0.888317049,0.724056082,Medium,"{'positive': 12, 'trust': 10, 'anger': 3, 'negative': 4, 'anticipation': 6, 'disgust': 1, 'sadness': 1}",,
20-06-2025,Credit card,General-purpose credit card or charge card,Trouble using your card,Can't use card to make purchases,"This complaint is a continuation of CFPB complaint # XXXX, which was closed before I had an opportunity to respond to Barclays explanation XXXX The issue remains unresolved. 

Barclays reduced the credit limit on my XXXX co-branded credit card on XX/XX/year> without advance notice and initially attributed the decision to XXXX. When I contacted XXXX, they stated they did not initiate any credit-limit change. In their CFPB response, Barclays later confirmed that the decision was made by Barclays, contradicting the explanation I was originally provided. 

Barclays response does not identify any specific adverse credit event, does not explain the timing of the reduction during an active dispute and settlement involving the associated XXXX account, and does not address the lack of advance notice. The reduction caused foreseeable harm by limiting my ability to make required payments during a sensitive dispute period. 

The account has since been paid in full, further undermining any stated or implied risk justification for maintaining a reduced credit limit. 

I am requesting clarification of the specific factors that triggered the reduction, confirmation of whether any inaccurate information was relied upon, and restoration of my prior credit limit. Because this matter was not resolved before the prior complaint was closed, I am requesting CFPB review.",BARCLAYS BANK DELAWARE,CA,90008,18212153,1900,No,,,,208,,negative,-0.673445523,positive,0.175723448,0.242,"['cfpb complaint', 'barclays response', 'barclays reduced', 'barclays contradicting', 'respond barclays']",0.163277239,0.836722762,0.628569795,Medium,"{'anger': 6, 'negative': 11, 'anticipation': 6, 'positive': 15, 'disgust': 2, 'fear': 7, 'trust': 11, 'joy': 2, 'surprise': 2, 'sadness': 1}",,
13-11-2025,Debt collection,Auto debt,Attempts to collect debt not owed,Debt is not yours,"I am disputing an alleged debt of {$65.00} reported by Credit Collection Services ( CCS ) on behalf of XXXX. I cancelled my XXXX auto insurance policy effective XX/XX/XXXX and do not owe this balance. I disputed the debt in writing and requested validation and creditor information under the FDCPA. CCS never provided validation and continued reporting the account to credit bureaus, causing credit damage. I also contacted XXXX multiple times requesting correction and recall from collections, which was ignored. I have documentation proving cancellation and non-liability. I am requesting immediate deletion of this tradeline from all credit bureaus.","CCS Financial Services, Inc.",NC,288XX,18290520,1854,No,,,,99,,negative,-0.816530645,positive,0.175723448,0.161,"['disputed debt', 'deletion tradeline', 'alleged debt', 'credit bureaus', 'tradeline credit']",0.091734678,0.908265323,0.64672246,Medium,"{'negative': 5, 'sadness': 3, 'trust': 6, 'positive': 6, 'anger': 1, 'disgust': 1}",,
28-04-2025,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"On XXXX I attempted to make a purchase with my XXXX account and the transaction was denied stating I did not have funds available even though I did. Their website and atm also gave errors so I could not use my account. On XXXX, I noticed 2 transactions pending of {$57.00} from the restaurant i attempted to use my card, at that time I called and was placed on a callback list, and sent a secure email about the issue. On XXXX, I did not get a callback so I called in again and spoke with an agent who told me they could not do anything before even asking for any verification information. I asked to speak with a manager and the call was disconnected. I called back again and was again disconnected when asking for a manager. I called again and spoke with XXXX XXXX in the customer experience center who told me without my account number I need to provide my drivers license number, I probed her about what other options I could provide besides that and I advised her I would be making a complaint due to the bad customer service and she also disconnected the call. When I called back and asked for a manager again I was again disconnected, I called back again and then was told a bad verification tag was added to my account and I would now need to go to a branch to have it removed. I let the manager XXXX know the interaction I had with the sup and how there was never a point of failed verification, she ended the call, never made an attempt to call me back, and just added a bad mark on my account. XXXX also stated there is nothing she could do, no higher up she could transfer ne to or any team that could assist and hung up. This experience has been the worst I have ever had at any bank, i am livid I have to now go to a physical location due to the spiteful act of a manager at the bank, and errors by XXXX. Their system obviously had an error and they would know. Instead of attempting to assist and free up my funds in my account, they put up roadblocks.",NEW YORK COMMUNITY BANCORP INC,MI,48035,17878132,1975,Yes,20-09-2025,Resolution was acceptable but could be improved.,3.0,382,7.0,negative,-0.788729668,neutral,0.093536779,0.235,"['failed verification', 'transaction denied', 'bad verification', 'verification ended', 'bank errors']",0.105635166,0.894364834,0.663587142,Medium,"{'trust': 20, 'negative': 14, 'sadness': 9, 'anticipation': 2, 'positive': 11, 'anger': 6, 'disgust': 4, 'fear': 3}",,
20-06-2025,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"On XX/XX/year>, I WAS COERCED INTO A SHOP OFF THE XXXX XXXX IN XXXX, XXXX, WHERE I WAS BULLIED INTO MAKING A PURCHASE. 
I BOUGHT XXXX SCARVES AND XXXX SMALL GLASS VIALS OF SPICES. THE SIGN ABOVE THE SCARVES READ {$2500.00} TURKISH LIRA APPROX. {$60.00} XXXX DOLLARS. THE SPICES WERE QUOTED AT {$830.00} TURKISH LIRA APPROX. {$20.00} USD. AFTER ANXIOUSLY COMPLETING MY PURCHASE, I ASKED FOR THE RECEIPT AND WAS TOLD IT WAS IN THE BAG. THE VENDOR PROCEEDED TO MAKE INAPPROPRIATE COMMENTS AND TRIED TO TOUCH ME. IN A PANIC, I FLED THE SHOP AND ONCE SAFE I WAS UNABLE TO FIND THE RECEIPT OR RETRACE MY STEPS. AS A SENIOR TRAVELING ALONE, I DID NOT REALIZE I HAD BEEN GROSSLY OVERCHARGED UNTIL I RECEIVED MY BANK STATEMENT. I REACHED OUT TO WELLS FARGO AND THE MERCHANT, BUT HAVE NOT BEEN ABLE TO RECTIFY THE SITUATION. THE LAST LETTER FROM WELLS FARGO ( ITEM # XXXX ) STATES THE MERCHANDISE WAS DELIVERED TO THE ADDRESS PROVIDED TO THE MERCHANT. WHEN I TOLD THEM I PROVIDED NO ADDRESS AND WHAT ADDRESS WERE THEY WERE USING, THEY SAID THE CLAIM WAS OFFICIALLY CLOSED,, AND I WOULD HAVE TO CONTACT THE MERCHANT. I WAS SCAMMED, NEARLY XXXX AND TAKEN ADVANTAGE OF, BUT BECAUSE I CAN NOT PROVIDE A RECEIPT, THE BANK IS UNWILLING TO HELP ME RECOUP MY FUNDS. I AM ON SOCIAL SECURITY, AND EVERY PENNY HELPS. WHEN I TRIED TO REACH THE MERCHANT, I ENDED UP SPEAKING TO A LEATHER GOODS SHOP, AND NO ONE KNEW WHAT I WAS SPEAKING ABOUT. I HAVE ATTACHED SUPPORTING DOCUMENTATION. 
THANK YOU FOR YOUR TIME",WELLS FARGO & COMPANY,CA,92122,18061554,1415,Yes,09-07-2025,"The complaint was handled, though communication was average.",4.0,271,8.0,neutral,-0.159311697,negative,-0.524687588,0.3,"['merchant scammed', 'merchandise delivered', 'provide receipt', 'asked receipt', 'receipt told']",0.420344152,0.579655849,0.481776302,Low,{},,
11-06-2025,Checking or savings account,Checking account,Closing an account,Company closed your account,"Bank of America closed my checking account earlier this year. The account had been originally linked to my XXXX ( XXXX ) cryptocurrency exchange account. After XXXX closed my exchange account, they informed me that, for security reasons, they only allow withdrawals to the original bank account on file. Because the Bank of America account is now closed, XXXX requires an official account closed letter from Bank of America in order to let me update my banking information and withdraw my remaining funds. 

At the end of XXXX, I contacted Bank of America and requested an account-closure confirmation letter. I have since made at least four follow-up calls over multiple weeks. Each time, customer service representatives assured me that the letter would be mailed and even provided estimated delivery dates, but no letter has ever arrived. As of today, I still have not received the required documentation. 

Without this account-closure letter, XXXX will not allow me to update my banking information or access my remaining funds. I have taken all steps requested by both companies, repeatedly followed up with Bank of America, and complied with their process, but I remain unable to retrieve my money due to the banks failure to send a standard account-closure confirmation.","BANK OF AMERICA, NATIONAL ASSOCIATION",CA,90005,17954441,1167,Yes,28-09-2025,The issue was resolved quickly and satisfactorily.,5.0,206,7.0,neutral,-0.435798854,positive,0.654565692,0.036,"['account closed', 'account closure', 'contacted bank', 'banks failure', 'update banking']",0.282100573,0.717899427,0.479234628,Low,"{'trust': 16, 'positive': 9, 'anticipation': 9, 'negative': 4, 'sadness': 3, 'anger': 1, 'joy': 1, 'surprise': 1, 'disgust': 1, 'fear': 1}",,
08-04-2025,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,"Reference : Citibank Account # XXXX I am writing with EXTREME Customer Service FRUSTRATION. I have tried unsuccessfully for TWO MONTHS to resolve a FRAUD AND THEFT issue with a stolen check from the Citibank Payment System. 
Payment reference XXXX Check Number XXXX {$500.00} The Vendor never received this check, and it was stolen during mailing. The check was issued using the Citibank vendor payment utility. I do not need Citibank to investigate whether the payment was initiated or mailed. I need them to investigate WHO STOLE THIS PAYMENT. I CAN NOT TAKE THIS UP WITH MY VENDOR AS THE PAYMENT WAS STOLEN. 

Every time I contact Citibank they require lengthy time periods to perform an investigation, and the result is always the same. "" A payment check was mailed to the vendor. '' I have been advised numerous times to take this up with my vendor. They ignore or otherwise refuse to investigate that the check was stolen and payment made to another party. 

State law provides that I am not responsible for a check if someone forged the signature of the person to whom you made out the check. 

I am demanding a full investigation of where this payment went and an immediate credit of {$500.00}","CITIBANK, N.A.",CT,XXXXX,18388583,1586,Yes,28-04-2025,Customer service handled the complaint very well.,5.0,208,7.0,negative,-0.863360226,positive,0.881401181,0.525,"['stolen payment', 'investigate payment', 'payment stolen', 'stole payment', 'stolen check']",0.068319887,0.931680113,0.789342073,Medium,"{'anger': 3, 'negative': 11, 'positive': 9, 'anticipation': 5, 'trust': 5}",,
06-05-2025,"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",Problem with customer service,,I filed a previous complaint in egards to their XXXX XXXX promtion and the length of time it has taken to receive bonus. XXXX XXXX i received XXXX chevks 1 forbXXXX dollars and change the other for XXXX which i had waited months for. I went to mobile deposit into my XXXX  account. The 3 chevk no problem the XXXX check was rejected. I had to write on the back for mobile deposit only. NO one wkll acceot the check now. I sooke with complaints dept. Emsiled XXXX who helped me get the XXXX bonus. And im still waiting on replaccement check.,WELLS FARGO & COMPANY,NV,89108,18117185,1025,Yes,24-09-2025,I am satisfied with the resolution provided.,4.0,102,7.0,negative,-0.493856668,positive,0.870885432,0.098,"['mobile deposit', 'check rejected', 'complaint egards', 'deposit xxxx', 'receive bonus']",0.253071666,0.746928334,0.519803417,Medium,"{'anger': 1, 'negative': 3, 'anticipation': 5, 'joy': 2, 'positive': 3, 'surprise': 2, 'fear': 2, 'trust': 1, 'sadness': 1}",,
25-02-2025,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"I am a XXXX  resident. USAA does not have banking branches in XXXX  and utilizes mobile app deposits. I deposited three money orders in the amount of {$450.00}, {$500.00} and {$500.00}. I was advised only funds in the amount of {$500.00} would be available. The other {$950.00} would be a 8 day hold -- until XX/XX/year>. Also, my account states I have a daily deposit limit of {$25000.00}. When I asked the representative why this occurred, she stated that USAA can arbitrarily place funds on hold at their discretion. I have been a member for 20+ years and my accounts are in good standing. Please note that I had cash and purchased the money orders in order to deposit funds into my account. If USAA can not properly service members outside of XXXX  -- they should be forthright with that information so consumers can make informed decisions.",UNITED SERVICES AUTOMOBILE ASSOCIATION,GA,30106,18263939,1117,Yes,01-05-2025,I am satisfied with the resolution provided.,4.0,147,7.0,neutral,-0.296342045,positive,0.870885432,0.047,"['deposit limit', 'deposit funds', 'funds hold', 'account usaa', 'funds account']",0.351828978,0.648171023,0.437761165,Low,"{'positive': 8, 'anticipation': 7, 'anger': 3, 'joy': 4, 'surprise': 3, 'trust': 9, 'fear': 1}",,
05-03-2025,Debt collection,Payday loan debt,Threatened to contact someone or share information improperly,Talked to a third-party about your debt,"I am formally requesting all calls to be stopped immediately to family members or any third parties, employers etc. The only number I authorize contact to is my cell phone number which they have ending in XXXX have kept in contact with this company and there is absolutely no reason for them to contact anyone for location purposes. In addition I am requesting a copy of the agreement with structured settlement for the vault loan they purchased. I have the vault loan agreement which shows a balance of {$2500.00}. I have already paid structured settlement an amount of {$2800.00} in recurring payments for over a year as shown on my bank statements. 37 payments to be exact. Structured settlement also is reporting incorrect on my credit report, although I have paid to delete as agreed. This is incorrectly affecting my credit as the original creditor is appearing on top of structured settlement. Please provide payment agreement and balance owed, as well as how much I have paid to date. Please delete this account from my credit. This is my second complaint with this company, CFPB Please ensure it is logged in the federal trade records as company is not following any consumer laws.","Nationwide Capital Services, LLC",AZ,85323,18335937,1732,Yes,31-07-2025,Customer service handled the complaint very well.,5.0,203,7.0,negative,-0.557788491,positive,0.881401181,0.119,"['structured settlement', 'vault loan', 'settlement vault', 'settlement reporting', 'payment agreement']",0.221105755,0.778894246,0.54793126,Medium,"{'anticipation': 3, 'negative': 6, 'trust': 14, 'positive': 16, 'anger': 1}",,
20-09-2025,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Problem with personal statement of dispute,"Barclays Bank Delaware has acknowledged that I was enrolled in a Long Term Assistance Program and that the program was terminated. However they failed to properly notify me in a reasonable and timely manner before terminating the program and allowing interest and fees to accumulate. I relied on this program to manage my account. Ending the program without ensuring I received notice created financial harm and a significant credit score drop. Barclays is focusing solely on internal accuracy while ignoring the unfair impact of their actions. Under the Fair Credit Reporting Act, furnishers must not only report accurately but must also follow reasonable procedures to ensure fairness and integrity of consumer information. Reporting negative changes caused by an undisclosed program termination is misleading and harmful. 

Barclays also claims letters were mailed. I dispute receipt of proper notice prior to the termination taking effect. No reasonable opportunity was given to cure or continue the program before damage occurred. This resulted in interest charges and negative reporting that would not have occurred had proper notice been provided.",BARCLAYS BANK DELAWARE,TX,77489,18207123,1088,Yes,26-01-2026,"The issue was resolved, but it took longer than expected.",4.0,175,10.0,negative,-0.823064208,negative,-0.465236992,0.12,"['barclays claims', 'harmful barclays', 'barclays bank', 'credit reporting', 'drop barclays']",0.088467896,0.911532104,0.634495868,Medium,"{'positive': 13, 'trust': 5, 'fear': 2, 'negative': 10, 'anticipation': 4, 'joy': 1, 'surprise': 1, 'anger': 5, 'disgust': 4, 'sadness': 7}",,
07-11-2025,Credit card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Didn't receive advertised or promotional terms,"I applied for a credit card with Barclays on XX/XX/year> from a branded partner offer page with XXXX XXXX XXXX on the Barclays website ( XXXX XXXX XXXX XXXX ). I found the offer from a banner ad on the XXXX XXXX XXXX website ( XXXX XXXX XXXX ). I completed the qualifying activities as outlined on the terms and conditions page linked on the offers page ( XXXX XXXX XXXX XXXXXXXX ) within 90 days, but never received the XXXX points. I have called twice ( XX/XX/year> and XX/XX/year>XXXX  ) and chatted online ( XX/XX/year>XXXX  ) but each time, the company says they can not "" find '' the offer on my account and will not fulfill it. I have sent them proof of the website I applied through, and they only say that the offer must not have been live when I applied, even though I applied through the direct offer link. They have refused to take my case any further and refuse to admit an error could have occurred through my sign up process on their end that caused the offer not to be fulfilled properly.",BARCLAYS BANK DELAWARE,NC,279XX,18328463,1181,No,,,,189,,neutral,0.042555463,positive,0.175723448,0.111,"['barclays xx', 'barclays website', 'xxxx barclays', 'card barclays', 'barclays']",0.521277732,0.478722269,0.350019475,Low,"{'positive': 12, 'trust': 4, 'joy': 2, 'anticipation': 1, 'negative': 4, 'sadness': 3, 'fear': 1}",,
25-02-2025,"Money transfer, virtual currency, or money service",Virtual currency,Other transaction problem,,"First, you MORONS running the CPFB are FORCING ME TO CHANGE MY PASSWORD!!!!!!!! WHY???? THERE IS ABSOLUTELY XXXX REASON FOR A PASSWORD CHANGE!!!! I WILL ABSOLUTELY "" NOT '' REMEMBER MY NEW PASSWORD!!!! THANK YOU FOR BEING "" STUPID '' AND FOR MAKING THIS PROCESS UNNCESSARILY DIFFICULT! 

I just joined XXXX XXXX but decided almost instantly that I did not want to pay the XXXX XXXX monthly subscription fee, so I attempted to cancel under the setting in my XXXX but there is NO WAY for me to cancel the subscription. I DO NOT WANT TO BE CHARGED FOR XXXX XXXXXXXX. PLEASE CANCEL THIS SUBSCRIPTION IMMEDIATELY!",Payward Ventures Inc. dba Kraken,FL,XXXXX,18266743,1421,Yes,18-05-2025,Customer service handled the complaint very well.,4.0,106,7.0,negative,-0.911579609,positive,0.881401181,0.6,"['cancel subscription', 'change password', 'password change', 'subscription want', 'subscription fee']",0.044210196,0.955789805,0.831263373,High,"{'positive': 2, 'anticipation': 1, 'joy': 1, 'trust': 1, 'anger': 1, 'negative': 3, 'sadness': 2}",,
01-05-2025,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Unable to receive car title or other problem after the loan is paid off,"This is your only opportunity to try to make this right. The Judgment was obtained falsely and everybody knows that. It needs to be removed immediately. You have until XX/XX/year>XXXX  or I will be escalating this issue. I want them prosecuted and charged for what they have done to me I have suffered several years because of these people who have committed several different crimes against me, there is substantial amount of evidence, and supporting facts, and I believe that I have probable cause and I can prove beyond a reasonable doubt and based off of the preponderance of evidence that they are guilty and there are so many people involved. The companies and the people involved still have not made it right they've had a lot of time and still nothing has been done. The state Of Oklahoma has failed me as well as the Federal Authorities that are supposed to do something about all these issues that have transpired. Whether it has to do with funding issues or they simply do not care about what has happened to me and what these people and all these people involved have perpetrated crimes against me. Do you have lazy people who do not do their job and who are continually dishonest. It is very unacceptable and disturbing that nothing has been done in regards for me to receive justice for all the crimes that have been committed against me. The State Of Oklahoma has covered up, tampered with evidence, obstructed justice, aided and abetted, knowing that all these people involved have committed very serious crimes and nothing has been done about it. It is Oklahoma Motor Credit, XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX fault that this has happened, you have a XXXX County District Judge that has continued to victimize me, perpetrated crimes against me, and has gotten away with very serious crimes that he has done, as well as judicial misconduct. He allowed them to get a judgment against me in a state that I do not live at, knowing the circumstances behind this massive fraud that has been committed as well as other crimes. So it's no wonder and it's very evident why I will be seeking substantial amount of damages from everybody involved. I want Justice and I am not going away until justice has been served in these people have been held accountable for what they did to me.",Oklahoma Motor Credit Company,OK,73012,18339551,1973,Yes,02-07-2025,I am satisfied with the resolution provided.,5.0,412,7.0,negative,-0.841176629,positive,0.870885432,0.447,"['crimes oklahoma', 'judicial misconduct', 'oklahoma failed', 'judgment obtained', 'oklahoma covered']",0.079411686,0.920588315,0.754832404,Medium,"{'anticipation': 4, 'positive': 18, 'negative': 11, 'trust': 14, 'fear': 1, 'sadness': 6, 'anger': 3, 'disgust': 2, 'surprise': 1}",,
31-03-2025,Vehicle loan or lease,Loan,Repossession,Loan balance remaining after the vehicle is repossessed and sold,XXXX XX/XX/2025 car was repossessed with notice. I never knew there was a repression order for the car and now its on my credit report as a charge off,WELLS FARGO & COMPANY,OH,44120,17876885,1959,Yes,14-08-2025,The resolution did not fully address my concerns.,1.0,29,8.0,negative,-0.717103064,negative,-0.839823604,0.06,"['car repossessed', 'repossessed notice', 'repossessed', 'car credit', 'order car']",0.141448468,0.858551532,0.579058496,Medium,"{'fear': 1, 'negative': 1, 'positive': 1, 'trust': 1}",,
06-06-2025,Checking or savings account,Checking account,Managing an account,Banking errors,"On or around XX/XX/year>, I noticed 17 charges on my Money Lion checking account. These charges were not made by me, authorized by me, nor did I benefit in anyway from these charges. I disputed the charges yet Money Lion claims that no error occurred and denied my claim. I appealed the decision because there were 3 charges that had another man 's name as the recipient. My name is XXXX XXXX and the name on the transaction is XXXX XXXX. It's also tied to XXXX. I do not have XXXX, nor is my name XXXX XXXX. I have no alias. Today, XX/XX/year>, I called to speak to a supervisor as my appeal was denied. Upon talking with the supervisor, I was asked to provide additional documentation. This is outrageous! The additional information is in my statement- THE OTHER MAN 'S NAME on MY account from a financial institution with whom I have no BUSINESS. The remaining transactions occurred at places I've never been to and even a few I never heard of ( XXXX, XXXX XXXX XXXX and TXXXX XXXX XXXX XXXX  ). I have never been to a XXXX since coming to XXXX XXXX in XXXX the transaction at XXXXXXXX XXXX occurred while I was asleep. The final transaction, a charge at the XXXX ( city bus ), was surely not made by me as I suffer from military induced XXXX and can not ride the bus ( for the safety of the people on the bus ). Therefore, I am not responsible for the theft that Money Lion is blatantly allowing to happen in my account.",MoneyLion Inc.,NV,89118,18346291,1756,Yes,12-06-2025,Customer service handled the complaint very well.,4.0,269,7.0,negative,-0.655026734,positive,0.881401181,0.517,"['disputed charges', 'charges disputed', 'claim appealed', 'appeal denied', 'account charges']",0.172486633,0.827513367,0.718833689,Medium,"{'trust': 9, 'positive': 6, 'negative': 5, 'sadness': 4, 'anticipation': 4, 'surprise': 1, 'fear': 2, 'anger': 1, 'disgust': 1}",,
30-04-2025,Checking or savings account,Checking account,Managing an account,Fee problem,"From XXXX to XX/XX/year>, I was charged a monthly maintenance fee of $ XXXX ( total {$150.00} ) on my Bank of America Advantage Relationship Banking account . The following appears in BoA 's schedule of fees : "" To avoid the monthly maintenance fee, meet one of the following requirements during each statement cycle : Maintain a minimum daily balance of {$20000.00} or more in your account Or Be a member of the Preferred Rewards program and qualifies for the Gold, Platinum or Platinum Honors tier ( first 4 checking accounts ) or XXXX XXXX tier ( unlimited ). '' My balance was below $ XXXX only in the time period when I was charged the fee, but I was a Preferred Rewards Gold member the whole time. According to https : XXXX : "" Once youre a Preferred Rewards member, you'll keep your program benefits for at least a full year, so no need to worry if your balances dip temporarily. '' On XX/XX/year>, I called BoA, where an associate told me I should not have been charged this fee and that she would have them refunded. 

On XX/XX/year>, I received an email saying that BoA had reviewed my request and that the first three months would be refunded, but the last three were declined, with no reason provided. 

On XX/XX/year>, I called BoA again to ask why only three months ' fees were refunded, even though my membership status had not changed during that time and that the fees should have been waived. The associate said that the grace period for maintaining my gold status was only XXXX months after my balance dips below $ XXXX, even though their website clearly states otherwise. She was not able to submit another refund request and said there was nothing else I could do.","BANK OF AMERICA, NATIONAL ASSOCIATION",,XXXXX,17840080,1673,Yes,09-05-2025,The response was delayed and not satisfactory.,2.0,304,7.0,neutral,-0.117269993,negative,-0.893578172,0.056,"['fee preferred', 'fees avoid', 'fees refunded', 'charged monthly', 'schedule fees']",0.441365004,0.558634997,0.382712748,Low,"{'trust': 8, 'anger': 4, 'negative': 7, 'fear': 2, 'positive': 14, 'anticipation': 6, 'sadness': 1}",,
22-04-2025,Mortgage,Conventional home mortgage,Trouble during payment process,Payment process,"I have been trying to work with PHH since late XXXXXXXX XXXX XXXX to receive mortgage assistance. I reached out when I was notified that my income would be curtailed in late XX/XX/year> or XXXXXXXX XXXX XXXX. On XX/XX/year>, I was laid off from my job and did not start working again until late XX/XX/year>. Between late XX/XX/year> to XXXXXXXX XXXX I submitted at least 4 or more mortgage assistance applications and each time I was denied due to the Net Property Value ( NPV ) of my home. I appealed many of the decisions yet no assistance was offered. By XX/XX/year>, I owed mortgage payments for XXXX, XXXX, and XX/XX/year>. 

Below is a clear timeline of recent events : XXXX. * * End of XX/XX/year> * * I submitted the amount for one mortgage payment. PHH later notified me that there was an error with the banking information, resulting in the payment being returned.

2. * * Immediately after notification * * I sent a cashiers check to replace the payment. Although I acted promptly, PHH did not receive check until on or about * * Day 91 * *, which then caused my account to appear three months delinquent. 

XXXX. * * XX/XX/year> * * I received a notification from PHH that the cashiers check would be returned to me and that I needed to pay * * {$5400.00} * * by the end of XXXX to avoid foreclosure proceedings. 

XXXX. * * XX/XX/year> * * I called PHH for an update on the returned check. I was informed it was on its way. The representative also told me that I had until * * Saturday, XX/XX/XXXX * * to make the payment. ( This representative was * * not * * my assigned relationship manager. ) XXXX. * * XX/XX/year> * * I received the returned cashiers check. 

XXXX. * * XX/XX/year> * * I contacted PHH to ask whether I could send the required payment via wire transfer and was told wire payments were not accepted. I informed the representative that I would send the payment on * * Saturday, XX/XX/XXXX * *, and the representative documented this on my account. 
* Note : Due to technical issues on PHHs side, it took approximately XXXX hours of repeated calling before I was able to reach someone. * XXXX. * * XX/XX/year> * * I gathered the funds and submitted the full payment through * * XXXX * * for * * same-day processing * *. I immediately emailed PHH with confirmation and a photo of the XXXX receipt. 

XXXX. * * XX/XX/year> * * I contacted PHH to confirm receipt, but was told the payment had not posted. I explained the letter I received, the instructions given by XXXX representatives, and the fact that I sent the payment on XX/XX/XXXX. I was then advised to contact XXXX. 

XXXX does not offer live phone support. I contacted them through their online Contact Us system and ultimately confirmed through their records that the payment was * * successfully received on XX/XX/year> * *. However, PHH is now classifying the payment as late despite the payment being sent by the deadline I was given by PHH staff.

When I talked to PHH mortgage on XX/XX/year>, I was told my mortgage is going into foreclosure and they will send the amount due for reinstatement.",Ocwen Financial Corporation,CA,95758,18034718,1195,Yes,25-07-2025,I am unhappy with how the complaint was resolved.,1.0,564,9.0,negative,-0.515731096,negative,-0.893634737,0.292,"['owed mortgage', 'phh mortgage', 'mortgage assistance', 'submitted mortgage', 'income curtailed']",0.242134452,0.757865548,0.594812606,Medium,"{'negative': 23, 'sadness': 8, 'fear': 7, 'positive': 18, 'anticipation': 10, 'joy': 2, 'trust': 10, 'anger': 1, 'disgust': 1}",,
08-08-2025,Vehicle loan or lease,Loan,Struggling to pay your loan,Denied request to lower payments,"I sent the necessary document to credit acceptance to lower the apr to XXXX % from XXXX  % in XX/XX/2025. The payments were lowered. I asked for confirmation. They said XXXX business days after calling every XXXX business days. As of late, I discovered that they lowered my monthly payments by extending the life of the loan and only decreasing to XXXX  %.",CREDIT ACCEPTANCE CORPORATION,KY,422XX,17814104,1767,Yes,15-11-2025,I am unhappy with how the complaint was resolved.,2.0,63,9.0,neutral,-0.098415017,negative,-0.893634737,0.084,"['payments lowered', 'lower apr', 'loan decreasing', 'lowered monthly', 'payments extending']",0.450792492,0.549207509,0.386384881,Low,"{'positive': 2, 'trust': 2, 'negative': 2, 'sadness': 2}",,
